Day,Campaign,Cost,Impressions,Clicks,Conversions,Total conv. value
16/06/25,Campaign_011_ZERO_HOPE,100.56,377,20,0,0
16/06/25,Campaign_012_ZERO_HOPE,98.3,282,19,0,0
16/06/25,Campaign_013_ZOMBIE,186.76,1111,62,3,85.64
16/06/25,Campaign_014_AVERAGE,35.47,265,17,1,54.53
16/06/25,Campaign_015_DECAYER,74.74,540,37,1,59.36
16/06/25,Campaign_016_ZERO_HOPE,70.38,148,14,0,0
16/06/25,Campaign_017_ZOMBIE,107.85,609,35,1,52.72
16/06/25,Campaign_018_AVERAGE,61.81,567,30,3,95.68
16/06/25,Campaign_019_ZERO_HOPE,90.89,245,18,0,0
16/06/25,Campaign_020_ZERO_HOPE,69.22,199,13,0,0
16/06/25,Campaign_021_ZOMBIE,178.51,1120,59,2,92.42
16/06/25,Campaign_022_ZOMBIE,185.13,1051,61,3,100.41
16/06/25,Campaign_023_ZERO_HOPE,64.72,208,12,0,0
16/06/25,Campaign_024_ZOMBIE,130.32,604,43,2,68.34
16/06/25,Campaign_025_AVERAGE,46.57,399,23,2,68.79
16/06/25,Campaign_026_DECAYER,95.48,652,47,1,70.59
16/06/25,Campaign_027_ZOMBIE,189.65,1106,63,3,85.54
16/06/25,Campaign_028_ZOMBIE,133.61,847,44,2,65.5
16/06/25,Campaign_029_ZERO_HOPE,78.55,262,15,0,0
16/06/25,Campaign_030_AVERAGE,56.14,537,28,2,82.22
16/06/25,Campaign_031_AVERAGE,50.05,491,25,2,67.87
16/06/25,Campaign_032_ZOMBIE,153.68,560,51,2,82.67
16/06/25,Campaign_033_ZERO_HOPE,91.25,238,18,0,0
16/06/25,Campaign_034_ZOMBIE,156.29,947,52,2,72.36
16/06/25,Campaign_035_ZERO_HOPE,94.91,281,18,0,0
16/06/25,Campaign_036_ZOMBIE,155.66,739,51,2,73.64
16/06/25,Campaign_037_ZERO_HOPE,95.94,231,19,0,0
16/06/25,Campaign_038_AVERAGE,63.73,608,31,3,95.16
16/06/25,Campaign_039_STAR,77.73,1469,77,15,292.67
16/06/25,Campaign_040_AVERAGE,37.87,263,18,1,58.83
16/06/25,Campaign_041_DECAYER,93.52,836,46,1,73.76
16/06/25,Campaign_042_ZOMBIE,178.83,1070,59,2,96.42
16/06/25,Campaign_043_AVERAGE,54.89,445,27,2,81.96
16/06/25,Campaign_044_STAR,129.76,1492,129,25,471.1
16/06/25,Campaign_045_ZERO_HOPE,100.24,314,20,0,0
16/06/25,Campaign_046_AVERAGE,50.74,280,25,2,78.96
16/06/25,Campaign_047_DECAYER,101.85,579,50,1,77.72
16/06/25,Campaign_048_ZOMBIE,123.09,739,41,2,60.02
16/06/25,Campaign_049_DECAYER,104.63,620,52,2,86.97
16/06/25,Campaign_050_ZERO_HOPE,80.64,265,16,0,0
17/06/25,Campaign_001_ZERO_HOPE,93.9,260,18,0,0
17/06/25,Campaign_002_DECAYER,95.97,837,47,1,70.08
17/06/25,Campaign_003_ZERO_HOPE,58.22,168,11,0,0
17/06/25,Campaign_004_ZOMBIE,117.89,436,39,1,57.87
17/06/25,Campaign_005_ZOMBIE,165.28,1083,55,2,89.98
17/06/25,Campaign_006_STAR,82.98,1499,82,16,338.76
17/06/25,Campaign_007_AVERAGE,52.47,285,26,2,86.1
17/06/25,Campaign_008_AVERAGE,41.02,289,20,2,62.55
17/06/25,Campaign_009_AVERAGE,42.3,331,21,2,65.73
17/06/25,Campaign_010_ZOMBIE,171.14,651,57,2,84.2
17/06/25,Campaign_011_ZERO_HOPE,100.39,348,20,0,0
17/06/25,Campaign_012_ZERO_HOPE,87.26,178,17,0,0
17/06/25,Campaign_013_ZOMBIE,189.42,708,63,3,91.72
17/06/25,Campaign_014_AVERAGE,53.03,497,26,2,86.73
17/06/25,Campaign_015_DECAYER,96.98,804,48,1,71.35
17/06/25,Campaign_016_ZERO_HOPE,71.45,271,14,0,0
17/06/25,Campaign_017_ZOMBIE,183.29,751,61,3,86.27
17/06/25,Campaign_018_AVERAGE,64.98,518,32,3,90.29
17/06/25,Campaign_019_ZERO_HOPE,78.16,296,15,0,0
17/06/25,Campaign_020_ZERO_HOPE,95.32,259,19,0,0
17/06/25,Campaign_021_ZOMBIE,172.32,772,57,2,90.41
17/06/25,Campaign_022_ZOMBIE,178.05,722,59,2,96.25
17/06/25,Campaign_023_ZERO_HOPE,67.03,203,13,0,0
17/06/25,Campaign_024_ZOMBIE,142.49,712,47,2,70.63
17/06/25,Campaign_025_AVERAGE,36.6,252,18,1,50.62
17/06/25,Campaign_026_DECAYER,98.11,688,49,1,73.65
17/06/25,Campaign_027_ZOMBIE,165.25,715,55,2,85.37
17/06/25,Campaign_028_ZOMBIE,175.08,1006,58,2,89.8
17/06/25,Campaign_029_ZERO_HOPE,95.75,228,19,0,0
17/06/25,Campaign_030_AVERAGE,48.78,406,24,2,78.04
17/06/25,Campaign_031_AVERAGE,59.71,463,29,2,96.71
17/06/25,Campaign_032_ZOMBIE,168.01,1024,56,2,90.55
17/06/25,Campaign_033_ZERO_HOPE,77.45,239,15,0,0
17/06/25,Campaign_034_ZOMBIE,139.65,818,46,2,66.48
17/06/25,Campaign_035_ZERO_HOPE,87.67,218,17,0,0
17/06/25,Campaign_036_ZOMBIE,163.95,819,54,2,76.73
17/06/25,Campaign_037_ZERO_HOPE,56.53,207,11,0,0
17/06/25,Campaign_038_AVERAGE,38.27,353,19,1,55.28
17/06/25,Campaign_039_STAR,70.19,863,70,14,305.5
17/06/25,Campaign_040_AVERAGE,46.4,256,23,2,75.27
17/06/25,Campaign_041_DECAYER,90.62,649,45,1,71.43
17/06/25,Campaign_042_ZOMBIE,149.99,765,49,2,69.86
17/06/25,Campaign_043_AVERAGE,36.4,183,18,1,49.8
17/06/25,Campaign_044_STAR,98.93,1882,98,19,430.57
17/06/25,Campaign_045_ZERO_HOPE,78.08,227,15,0,0
17/06/25,Campaign_046_AVERAGE,39.95,254,19,1,57.51
17/06/25,Campaign_047_DECAYER,80.31,684,40,1,64.58
17/06/25,Campaign_048_ZOMBIE,136.05,792,45,2,69.34
17/06/25,Campaign_049_DECAYER,108.03,544,54,2,86.49
17/06/25,Campaign_050_ZERO_HOPE,91.16,347,18,0,0
18/06/25,Campaign_001_ZERO_HOPE,75.55,240,15,0,0
18/06/25,Campaign_002_DECAYER,129.77,784,64,2,99.86
18/06/25,Campaign_003_ZERO_HOPE,66.82,184,13,0,0
18/06/25,Campaign_004_ZOMBIE,120.15,797,40,2,60.67
18/06/25,Campaign_005_ZOMBIE,155.4,628,51,2,85.15
18/06/25,Campaign_006_STAR,84.61,1015,84,16,312.3
18/06/25,Campaign_007_AVERAGE,54.4,461,27,2,82.77
18/06/25,Campaign_008_AVERAGE,42.97,406,21,2,68.88
18/06/25,Campaign_009_AVERAGE,47.04,307,23,2,70.45
18/06/25,Campaign_010_ZOMBIE,123.16,435,41,2,55.55
18/06/25,Campaign_011_ZERO_HOPE,101.7,340,20,0,0
18/06/25,Campaign_012_ZERO_HOPE,97.74,349,19,0,0
18/06/25,Campaign_013_ZOMBIE,171.79,645,57,2,93.88
18/06/25,Campaign_014_AVERAGE,64.31,501,32,3,101.12
18/06/25,Campaign_015_DECAYER,86.28,836,43,1,73.44
18/06/25,Campaign_016_ZERO_HOPE,90.8,301,18,0,0
18/06/25,Campaign_017_ZOMBIE,130.02,545,43,2,65
18/06/25,Campaign_018_AVERAGE,60.42,508,30,3,90.62
18/06/25,Campaign_019_ZERO_HOPE,70,172,14,0,0
18/06/25,Campaign_020_ZERO_HOPE,89.45,298,17,0,0
18/06/25,Campaign_021_ZOMBIE,159.02,834,53,2,87.45
18/06/25,Campaign_022_ZOMBIE,155.29,897,51,2,79.55
18/06/25,Campaign_023_ZERO_HOPE,68.9,232,13,0,0
18/06/25,Campaign_024_ZOMBIE,139.68,518,46,2,70.25
18/06/25,Campaign_025_AVERAGE,38.55,316,19,1,59.21
18/06/25,Campaign_026_DECAYER,109.51,1002,54,2,88.3
18/06/25,Campaign_027_ZOMBIE,135.27,499,45,2,70.77
18/06/25,Campaign_028_ZOMBIE,151.74,654,50,2,74.49
18/06/25,Campaign_029_ZERO_HOPE,61.82,195,12,0,0
18/06/25,Campaign_030_AVERAGE,45.19,234,22,2,66.86
18/06/25,Campaign_031_AVERAGE,39.19,317,19,1,53.54
18/06/25,Campaign_032_ZOMBIE,121.27,792,40,2,64.85
18/06/25,Campaign_033_ZERO_HOPE,92.42,200,18,0,0
18/06/25,Campaign_034_ZOMBIE,165.59,743,55,2,74.56
18/06/25,Campaign_035_ZERO_HOPE,91.52,270,18,0,0
18/06/25,Campaign_036_ZOMBIE,151.32,898,50,2,70.56
18/06/25,Campaign_037_ZERO_HOPE,66.74,182,13,0,0
18/06/25,Campaign_038_AVERAGE,35.92,268,17,1,57.68
18/06/25,Campaign_039_STAR,112.52,1177,112,22,468.18
18/06/25,Campaign_040_AVERAGE,42.37,281,21,2,58.11
18/06/25,Campaign_041_DECAYER,73.47,486,36,1,58.92
18/06/25,Campaign_042_ZOMBIE,173.33,966,57,2,91.37
18/06/25,Campaign_043_AVERAGE,53.99,454,26,2,75.84
18/06/25,Campaign_044_STAR,76.85,779,76,15,282.13
18/06/25,Campaign_045_ZERO_HOPE,88.04,333,17,0,0
18/06/25,Campaign_046_AVERAGE,43.98,370,21,2,63.33
18/06/25,Campaign_047_DECAYER,121.12,611,60,2,97.14
18/06/25,Campaign_048_ZOMBIE,173.17,794,57,2,91.87
18/06/25,Campaign_049_DECAYER,83.89,557,41,1,67.44
18/06/25,Campaign_050_ZERO_HOPE,87.61,218,17,0,0
19/06/25,Campaign_001_ZERO_HOPE,77.46,208,15,0,0
19/06/25,Campaign_002_DECAYER,83.13,481,41,1,63.88
19/06/25,Campaign_003_ZERO_HOPE,103.24,212,20,0,0
19/06/25,Campaign_004_ZOMBIE,144.88,526,48,2,75.12
19/06/25,Campaign_005_ZOMBIE,162.85,560,54,2,83.2
19/06/25,Campaign_006_STAR,120.77,1568,120,24,488.85
19/06/25,Campaign_007_AVERAGE,60.4,515,30,3,89.51
19/06/25,Campaign_008_AVERAGE,47.68,381,23,2,77.09
19/06/25,Campaign_009_AVERAGE,61.82,445,30,3,85.66
19/06/25,Campaign_010_ZOMBIE,176.71,692,58,2,91.89
19/06/25,Campaign_011_ZERO_HOPE,57.09,176,11,0,0
19/06/25,Campaign_012_ZERO_HOPE,89.24,179,17,0,0
19/06/25,Campaign_013_ZOMBIE,191.73,669,63,3,86.93
19/06/25,Campaign_014_AVERAGE,35.08,232,17,1,54.76
19/06/25,Campaign_015_DECAYER,126.59,1058,63,2,105.69
19/06/25,Campaign_016_ZERO_HOPE,93.7,307,18,0,0
19/06/25,Campaign_017_ZOMBIE,184.19,626,61,3,87.41
19/06/25,Campaign_018_AVERAGE,37.69,228,18,1,55.4
19/06/25,Campaign_019_ZERO_HOPE,94.12,203,18,0,0
19/06/25,Campaign_020_ZERO_HOPE,71.1,247,14,0,0
19/06/25,Campaign_021_ZOMBIE,116.8,630,38,1,53.8
19/06/25,Campaign_022_ZOMBIE,133.08,623,44,2,71.9
19/06/25,Campaign_023_ZERO_HOPE,93.39,342,18,0,0
19/06/25,Campaign_024_ZOMBIE,114.41,592,38,1,53.99
19/06/25,Campaign_025_AVERAGE,55.41,485,27,2,89.89
19/06/25,Campaign_026_DECAYER,116.76,974,58,2,81.53
19/06/25,Campaign_027_ZOMBIE,106.35,653,35,1,54.49
19/06/25,Campaign_028_ZOMBIE,113.19,683,37,1,61.9
19/06/25,Campaign_029_ZERO_HOPE,83.19,196,16,0,0
19/06/25,Campaign_030_AVERAGE,42.68,274,21,2,69.76
19/06/25,Campaign_031_AVERAGE,36.41,289,18,1,55.96
19/06/25,Campaign_032_ZOMBIE,169.68,657,56,2,78.51
19/06/25,Campaign_033_ZERO_HOPE,79.79,247,15,0,0
19/06/25,Campaign_034_ZOMBIE,132.8,838,44,2,72.94
19/06/25,Campaign_035_ZERO_HOPE,67.43,199,13,0,0
19/06/25,Campaign_036_ZOMBIE,185.11,617,61,3,88.03
19/06/25,Campaign_037_ZERO_HOPE,56.75,143,11,0,0
19/06/25,Campaign_038_AVERAGE,57.02,558,28,2,86.05
19/06/25,Campaign_039_STAR,88.4,1520,88,17,355.1
19/06/25,Campaign_040_AVERAGE,58.88,518,29,2,95.42
19/06/25,Campaign_041_DECAYER,108.47,902,54,2,91.76
19/06/25,Campaign_042_ZOMBIE,175.85,685,58,2,86.23
19/06/25,Campaign_043_AVERAGE,37.75,201,18,1,56.25
19/06/25,Campaign_044_STAR,127.03,1548,127,25,552.48
19/06/25,Campaign_045_ZERO_HOPE,74.66,228,14,0,0
19/06/25,Campaign_046_AVERAGE,53.95,496,26,2,77.36
19/06/25,Campaign_047_DECAYER,113.38,1096,56,2,95.7
19/06/25,Campaign_048_ZOMBIE,186.02,1202,62,3,88.69
19/06/25,Campaign_049_DECAYER,81.66,528,40,1,63.14
19/06/25,Campaign_050_ZERO_HOPE,98.86,338,19,0,0
20/06/25,Campaign_001_ZERO_HOPE,93.68,353,18,0,0
20/06/25,Campaign_002_DECAYER,126.99,1133,63,2,94.06
20/06/25,Campaign_003_ZERO_HOPE,98.91,254,19,0,0
20/06/25,Campaign_004_ZOMBIE,126.96,627,42,2,61.14
20/06/25,Campaign_005_ZOMBIE,146.01,498,48,2,77.66
20/06/25,Campaign_006_STAR,117.18,1497,117,23,462.74
20/06/25,Campaign_007_AVERAGE,61.72,496,30,3,99.71
20/06/25,Campaign_008_AVERAGE,50.71,300,25,2,75.2
20/06/25,Campaign_009_AVERAGE,51.86,331,25,2,85.04
20/06/25,Campaign_010_ZOMBIE,186.44,840,62,3,96.01
20/06/25,Campaign_011_ZERO_HOPE,93.97,345,18,0,0
20/06/25,Campaign_012_ZERO_HOPE,92.49,255,18,0,0
20/06/25,Campaign_013_ZOMBIE,172.86,991,57,2,81.84
20/06/25,Campaign_014_AVERAGE,57.14,376,28,2,85.68
20/06/25,Campaign_015_DECAYER,122.52,1157,61,2,88.23
20/06/25,Campaign_016_ZERO_HOPE,95.52,208,19,0,0
20/06/25,Campaign_017_ZOMBIE,148.1,950,49,2,70.95
20/06/25,Campaign_018_AVERAGE,53.99,334,26,2,78.59
20/06/25,Campaign_019_ZERO_HOPE,98.27,344,19,0,0
20/06/25,Campaign_020_ZERO_HOPE,100.28,234,20,0,0
20/06/25,Campaign_021_ZOMBIE,105.59,370,35,1,50.36
20/06/25,Campaign_022_ZOMBIE,125.4,497,41,2,67.4
20/06/25,Campaign_023_ZERO_HOPE,70.01,198,14,0,0
20/06/25,Campaign_024_ZOMBIE,154.19,907,51,2,71.07
20/06/25,Campaign_025_AVERAGE,58.32,373,29,2,84.66
20/06/25,Campaign_026_DECAYER,74.46,525,37,1,59.36
20/06/25,Campaign_027_ZOMBIE,190.72,824,63,3,96.74
20/06/25,Campaign_028_ZOMBIE,159.08,654,53,2,78.13
20/06/25,Campaign_029_ZERO_HOPE,64.21,166,12,0,0
20/06/25,Campaign_030_AVERAGE,39.86,294,19,1,65.55
20/06/25,Campaign_031_AVERAGE,50.39,433,25,2,82.86
20/06/25,Campaign_032_ZOMBIE,117.81,432,39,1,59.05
20/06/25,Campaign_033_ZERO_HOPE,89.24,273,17,0,0
20/06/25,Campaign_034_ZOMBIE,112.7,641,37,1,54.46
20/06/25,Campaign_035_ZERO_HOPE,62.22,132,12,0,0
20/06/25,Campaign_036_ZOMBIE,177.2,1086,59,2,96.62
20/06/25,Campaign_037_ZERO_HOPE,79.63,239,15,0,0
20/06/25,Campaign_038_AVERAGE,64.37,468,32,3,102.41
20/06/25,Campaign_039_STAR,75.46,1445,75,15,328.08
20/06/25,Campaign_040_AVERAGE,62.94,374,31,3,85.45
20/06/25,Campaign_041_DECAYER,81.41,480,40,1,66.98
20/06/25,Campaign_042_ZOMBIE,131.74,797,43,2,60.06
20/06/25,Campaign_043_AVERAGE,42.71,402,21,2,57.82
20/06/25,Campaign_044_STAR,93.4,1513,93,18,341.6
20/06/25,Campaign_045_ZERO_HOPE,60.58,160,12,0,0
20/06/25,Campaign_046_AVERAGE,49.94,241,24,2,71.01
20/06/25,Campaign_047_DECAYER,86.16,496,43,1,66.32
20/06/25,Campaign_048_ZOMBIE,149.59,906,49,2,76.77
20/06/25,Campaign_049_DECAYER,100.35,866,50,1,71.88
20/06/25,Campaign_050_ZERO_HOPE,56.14,129,11,0,0
21/06/25,Campaign_001_ZERO_HOPE,73.3,243,14,0,0
21/06/25,Campaign_002_DECAYER,120.41,808,60,2,85.22
21/06/25,Campaign_003_ZERO_HOPE,101.6,238,20,0,0
21/06/25,Campaign_004_ZOMBIE,171.11,890,57,2,80.52
21/06/25,Campaign_005_ZOMBIE,173.32,981,57,2,87.47
21/06/25,Campaign_006_STAR,120.68,2080,120,24,488.82
21/06/25,Campaign_007_AVERAGE,41.56,386,20,2,59.36
21/06/25,Campaign_008_AVERAGE,61.59,563,30,3,85.7
21/06/25,Campaign_009_AVERAGE,52.77,349,26,2,81.44
21/06/25,Campaign_010_ZOMBIE,150.8,904,50,2,73.2
21/06/25,Campaign_011_ZERO_HOPE,95.77,219,19,0,0
21/06/25,Campaign_012_ZERO_HOPE,94.08,202,18,0,0
21/06/25,Campaign_013_ZOMBIE,110.19,514,36,1,59.14
21/06/25,Campaign_014_AVERAGE,64.45,354,32,3,100.99
21/06/25,Campaign_015_DECAYER,81.97,661,40,1,58.27
21/06/25,Campaign_016_ZERO_HOPE,95.95,372,19,0,0
21/06/25,Campaign_017_ZOMBIE,177.13,1140,59,2,93.91
21/06/25,Campaign_018_AVERAGE,46.95,377,23,2,67.98
21/06/25,Campaign_019_ZERO_HOPE,65.75,130,13,0,0
21/06/25,Campaign_020_ZERO_HOPE,74.34,157,14,0,0
21/06/25,Campaign_021_ZOMBIE,106.35,609,35,1,48.81
21/06/25,Campaign_022_ZOMBIE,176.08,1035,58,2,84.88
21/06/25,Campaign_023_ZERO_HOPE,84.33,285,16,0,0
21/06/25,Campaign_024_ZOMBIE,159.13,578,53,2,75.85
21/06/25,Campaign_025_AVERAGE,39.96,211,19,1,62.51
21/06/25,Campaign_026_DECAYER,85.89,746,42,1,65.56
21/06/25,Campaign_027_ZOMBIE,146.74,485,48,2,68.44
21/06/25,Campaign_028_ZOMBIE,110.7,529,36,1,55
21/06/25,Campaign_029_ZERO_HOPE,103.62,265,20,0,0
21/06/25,Campaign_030_AVERAGE,36.05,263,18,1,53.76
21/06/25,Campaign_031_AVERAGE,62.88,354,31,3,96.93
21/06/25,Campaign_032_ZOMBIE,176.02,1135,58,2,83.73
21/06/25,Campaign_033_ZERO_HOPE,76.55,189,15,0,0
21/06/25,Campaign_034_ZOMBIE,191.58,1112,63,3,97.18
21/06/25,Campaign_035_ZERO_HOPE,60.18,211,12,0,0
21/06/25,Campaign_036_ZOMBIE,107.39,390,35,1,55.36
21/06/25,Campaign_037_ZERO_HOPE,90.15,351,18,0,0
21/06/25,Campaign_038_AVERAGE,51.74,373,25,2,79.88
21/06/25,Campaign_039_STAR,83.29,1137,83,16,327.12
21/06/25,Campaign_040_AVERAGE,36.39,241,18,1,59.21
21/06/25,Campaign_041_DECAYER,94.92,681,47,1,76.16
21/06/25,Campaign_042_ZOMBIE,136.12,671,45,2,72.21
21/06/25,Campaign_043_AVERAGE,59.78,470,29,2,93.77
21/06/25,Campaign_044_STAR,117.91,2098,117,23,450.14
21/06/25,Campaign_045_ZERO_HOPE,81.1,269,16,0,0
21/06/25,Campaign_046_AVERAGE,51.47,460,25,2,80.59
21/06/25,Campaign_047_DECAYER,76.05,412,38,1,52.46
21/06/25,Campaign_048_ZOMBIE,112.65,519,37,1,55.99
21/06/25,Campaign_049_DECAYER,77.31,479,38,1,54.97
21/06/25,Campaign_050_ZERO_HOPE,61.94,202,12,0,0
22/06/25,Campaign_001_ZERO_HOPE,102.46,223,20,0,0
22/06/25,Campaign_002_DECAYER,78.67,670,39,1,53.71
22/06/25,Campaign_003_ZERO_HOPE,102.59,333,20,0,0
22/06/25,Campaign_004_ZOMBIE,150.8,520,50,2,74.22
22/06/25,Campaign_005_ZOMBIE,139.13,869,46,2,65.98
22/06/25,Campaign_006_STAR,105.81,1320,105,21,433.04
22/06/25,Campaign_007_AVERAGE,50.96,274,25,2,71.6
22/06/25,Campaign_008_AVERAGE,42.78,366,21,2,67.63
22/06/25,Campaign_009_AVERAGE,37.02,267,18,1,52.72
22/06/25,Campaign_010_ZOMBIE,142.27,842,47,2,72.42
22/06/25,Campaign_011_ZERO_HOPE,79.51,186,15,0,0
22/06/25,Campaign_012_ZERO_HOPE,97.76,335,19,0,0
22/06/25,Campaign_013_ZOMBIE,189.5,994,63,3,90.03
22/06/25,Campaign_014_AVERAGE,50.92,490,25,2,73.6
22/06/25,Campaign_015_DECAYER,81.75,762,40,1,58.58
22/06/25,Campaign_016_ZERO_HOPE,67.72,217,13,0,0
22/06/25,Campaign_017_ZOMBIE,120.13,783,40,2,64.73
22/06/25,Campaign_018_AVERAGE,57.25,354,28,2,83.81
22/06/25,Campaign_019_ZERO_HOPE,63.82,124,12,0,0
22/06/25,Campaign_020_ZERO_HOPE,89.86,254,17,0,0
22/06/25,Campaign_021_ZOMBIE,119.52,409,39,1,55.81
22/06/25,Campaign_022_ZOMBIE,161.17,986,53,2,84.55
22/06/25,Campaign_023_ZERO_HOPE,102.53,254,20,0,0
22/06/25,Campaign_024_ZOMBIE,168.04,958,56,2,79.17
22/06/25,Campaign_025_AVERAGE,54.53,471,27,2,81.68
22/06/25,Campaign_026_DECAYER,103.49,601,51,1,80.1
22/06/25,Campaign_027_ZOMBIE,139.83,537,46,2,75.2
22/06/25,Campaign_028_ZOMBIE,189.18,633,63,3,86.43
22/06/25,Campaign_029_ZERO_HOPE,76.29,223,15,0,0
22/06/25,Campaign_030_AVERAGE,45.46,313,22,2,62.04
22/06/25,Campaign_031_AVERAGE,40.71,234,20,2,59.37
22/06/25,Campaign_032_ZOMBIE,122.59,463,40,2,66.75
22/06/25,Campaign_033_ZERO_HOPE,62.54,225,12,0,0
22/06/25,Campaign_034_ZOMBIE,162.71,921,54,2,74.14
22/06/25,Campaign_035_ZERO_HOPE,98.2,359,19,0,0
22/06/25,Campaign_036_ZOMBIE,178.05,808,59,2,80.98
22/06/25,Campaign_037_ZERO_HOPE,57.49,120,11,0,0
22/06/25,Campaign_038_AVERAGE,39.52,194,19,1,64.64
22/06/25,Campaign_039_STAR,118.43,1268,118,23,460.78
22/06/25,Campaign_040_AVERAGE,40.9,316,20,2,60.31
22/06/25,Campaign_041_DECAYER,100.85,998,50,1,76.97
22/06/25,Campaign_042_ZOMBIE,112.65,423,37,1,56.45
22/06/25,Campaign_043_AVERAGE,36.79,357,18,1,54.36
22/06/25,Campaign_044_STAR,78.23,1377,78,15,317.93
22/06/25,Campaign_045_ZERO_HOPE,64.55,177,12,0,0
22/06/25,Campaign_046_AVERAGE,63.14,392,31,3,100.77
22/06/25,Campaign_047_DECAYER,100,881,50,1,68.76
22/06/25,Campaign_048_ZOMBIE,126.14,602,42,2,61.85
22/06/25,Campaign_049_DECAYER,116.89,782,58,2,96.51
22/06/25,Campaign_050_ZERO_HOPE,76.8,162,15,0,0
23/06/25,Campaign_001_ZERO_HOPE,62.39,132,12,0,0
23/06/25,Campaign_002_DECAYER,81.12,469,40,1,60.73
23/06/25,Campaign_003_ZERO_HOPE,65.05,142,13,0,0
23/06/25,Campaign_004_ZOMBIE,164.7,1016,54,2,78.51
23/06/25,Campaign_005_ZOMBIE,175.37,985,58,2,90.11
23/06/25,Campaign_006_STAR,100.05,1516,100,20,374.25
23/06/25,Campaign_007_AVERAGE,35.44,193,17,1,57.08
23/06/25,Campaign_008_AVERAGE,37.6,334,18,1,51.74
23/06/25,Campaign_009_AVERAGE,57.36,393,28,2,91.75
23/06/25,Campaign_010_ZOMBIE,138.99,606,46,2,69.39
23/06/25,Campaign_011_ZERO_HOPE,67.83,210,13,0,0
23/06/25,Campaign_012_ZERO_HOPE,79.68,278,15,0,0
23/06/25,Campaign_013_ZOMBIE,152.39,695,50,2,79.56
23/06/25,Campaign_014_AVERAGE,57.59,324,28,2,84.71
23/06/25,Campaign_015_DECAYER,76.67,752,38,1,58.66
23/06/25,Campaign_016_ZERO_HOPE,72.18,202,14,0,0
23/06/25,Campaign_017_ZOMBIE,193.67,1005,64,3,94.14
23/06/25,Campaign_018_AVERAGE,63.87,523,31,3,100.47
23/06/25,Campaign_019_ZERO_HOPE,80.61,319,16,0,0
23/06/25,Campaign_020_ZERO_HOPE,101.12,232,20,0,0
23/06/25,Campaign_021_ZOMBIE,108.47,658,36,1,56.26
23/06/25,Campaign_022_ZOMBIE,167.74,1084,55,2,79.87
23/06/25,Campaign_023_ZERO_HOPE,81.93,171,16,0,0
23/06/25,Campaign_024_ZOMBIE,122.07,451,40,2,63.55
23/06/25,Campaign_025_AVERAGE,53.84,429,26,2,88.29
23/06/25,Campaign_026_DECAYER,75.66,533,37,1,55.68
23/06/25,Campaign_027_ZOMBIE,194.32,1250,64,3,92.06
23/06/25,Campaign_028_ZOMBIE,123.82,646,41,2,57.19
23/06/25,Campaign_029_ZERO_HOPE,62.69,173,12,0,0
23/06/25,Campaign_030_AVERAGE,35.07,260,17,1,52.93
23/06/25,Campaign_031_AVERAGE,41.51,346,20,2,64.86
23/06/25,Campaign_032_ZOMBIE,152.06,820,50,2,72.72
23/06/25,Campaign_033_ZERO_HOPE,58.59,169,11,0,0
23/06/25,Campaign_034_ZOMBIE,134.77,473,44,2,66.91
23/06/25,Campaign_035_ZERO_HOPE,99.78,309,19,0,0
23/06/25,Campaign_036_ZOMBIE,136.7,545,45,2,68.83
23/06/25,Campaign_037_ZERO_HOPE,76.84,272,15,0,0
23/06/25,Campaign_038_AVERAGE,48.22,323,24,2,76.96
23/06/25,Campaign_039_STAR,81.19,878,81,16,335.97
23/06/25,Campaign_040_AVERAGE,61.33,370,30,3,100.45
23/06/25,Campaign_041_DECAYER,108.19,745,54,2,88.23
23/06/25,Campaign_042_ZOMBIE,180.7,1048,60,3,92.31
23/06/25,Campaign_043_AVERAGE,50.35,263,25,2,70.81
23/06/25,Campaign_044_STAR,127.48,2069,127,25,483.35
23/06/25,Campaign_045_ZERO_HOPE,101.43,211,20,0,0
23/06/25,Campaign_046_AVERAGE,39.52,236,19,1,56.35
23/06/25,Campaign_047_DECAYER,99.98,957,49,1,74.67
23/06/25,Campaign_048_ZOMBIE,120.91,654,40,2,58.46
23/06/25,Campaign_049_DECAYER,85.53,504,42,1,58.35
23/06/25,Campaign_050_ZERO_HOPE,64.77,222,12,0,0
24/06/25,Campaign_001_ZERO_HOPE,63.18,207,12,0,0
24/06/25,Campaign_002_DECAYER,123.58,903,61,2,88.22
24/06/25,Campaign_003_ZERO_HOPE,87.36,303,17,0,0
24/06/25,Campaign_004_ZOMBIE,107.5,500,35,1,55.49
24/06/25,Campaign_005_ZOMBIE,128.97,667,42,2,60.61
24/06/25,Campaign_006_STAR,116.77,1860,116,23,467.08
24/06/25,Campaign_007_AVERAGE,44.57,328,22,2,65.23
24/06/25,Campaign_008_AVERAGE,46.26,324,23,2,64.16
24/06/25,Campaign_009_AVERAGE,62.13,485,31,3,85.94
24/06/25,Campaign_010_ZOMBIE,105.12,375,35,1,51.49
24/06/25,Campaign_011_ZERO_HOPE,67.11,154,13,0,0
24/06/25,Campaign_012_ZERO_HOPE,84.08,313,16,0,0
24/06/25,Campaign_013_ZOMBIE,163.47,886,54,2,78.21
24/06/25,Campaign_014_AVERAGE,37.02,287,18,1,51.03
24/06/25,Campaign_015_DECAYER,92.91,888,46,1,71.68
24/06/25,Campaign_016_ZERO_HOPE,85.44,313,17,0,0
